Sentence,Sentiment
"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",positive
"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",positive
Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .,neutral
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",neutral
"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company .",neutral
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,neutral
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",positive
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,positive
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",neutral
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",positive
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,neutral
The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,neutral
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",neutral
"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,neutral
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,positive
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral
"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,neutral
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",neutral
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative
"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",positive
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",positive
Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,neutral
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,positive
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,negative
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",neutral
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,positive
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",negative
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive
The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,neutral
The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,neutral
As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,neutral
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,neutral
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",positive
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",positive
"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .",neutral
"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .",positive
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",neutral
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",positive
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,neutral
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",neutral
"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",positive
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",neutral
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",neutral
