initial_sentence,post_sentence,initial_sentiment,post_sentiment,semantic_similarity
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .","A few months ago, Teva Vice Chairman Phillip Frost and Marathon Venture Capital Fund TASE: MARA made a strategic decision to sell Protalix shares.",neutral,neutral,0.9433711171150208
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .","The Estonian electronic components factory, Elcoteq, is adapting to challenges arising from the temporary closure of air traffic by finding innovative solutions to manage their material supply.",neutral,neutral,0.7467253804206848
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,"Mr. Koistinen joins from Nokia Siemens Networks, where he's been stuck in various senior sales management and business development positions since 1997.",neutral,neutral,0.947482705116272
$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,$FB is experiencing high trading volume at its IPO price. There are many sellers currently exiting. It may take some time to stabilize before potentially moving higher.,negative,neutral,0.8593847751617432
"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .","According to Tiimari, consumers are being warned to remove and discard the rabbit's bow tie containing harmful formaldehyde.",neutral,neutral,0.7133170366287231
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .","The deal ensures Stockmann Auto Oy Ab provides exceptional sales and after-sales services for Volkswagen and Audi in Helsinki, Espoo, and Vantaa.",neutral,positive,0.9527084231376648
"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .","Deliveries of the unimpressive Nokia 1112, lackluster Nokia 2310, and uninspired Nokia 2610 are regrettably anticipated to begin in the second quarter of 2006.",neutral,neutral,0.9007365107536316
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,"$TSLA Articles like these can be interesting. SS interest increased on 12/15, the day before we experienced our lows. http://stks.co/c1QKr",positive,positive,0.9128658175468445
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .","Sales of lining stone were also strong in early autumn, and the order books are solid through the end of the year.",positive,positive,0.9363160133361816
"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .","""Our extensive cooperation will also strengthen SysOpen Digia's position in the domestic operator market,"" Kallioranta adds.",positive,positive,0.9517676830291748
"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .","According to Vahur Kraft, CEO of Nordea Bank Estonia, Nordea Finland and Stockmann have been cooperating for over ten years.",positive,positive,0.988491415977478
"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",Perhaps closing all those $AAPL calls I had this morning wasn't the best decision; potential gains were missed.,negative,negative,0.8980439901351929
Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .,Incap forecasts a disappointing revenue of only 10 mln euro ($13.2 mln) from its Indian operations for 2007.,neutral,negative,0.8147233128547668
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .","Additionally, the company is excited to utilize these solutions to streamline and automate the preparation of financial statements in accordance with IFRS standards.",neutral,positive,0.8634647130966187
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",Biohit announced plans to reduce the number of leased personnel by 10 and lay off 10 of its own employees.,negative,negative,0.9464168548583984
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .","To maintain low operational costs for radio networks, the BTS modules can be configured, software upgraded, and diagnosed remotely.",positive,positive,0.9869503378868103
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,CEO of the company Tarmo Noop stated that the increase in the sale of premium beers was the largest.,positive,positive,0.9371122717857361
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .","Operating result deteriorated to a loss of EUR 2.9 million, a significant decline from the previous year's profit of EUR 0.6 million.",neutral,negative,0.8395644426345825
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .","Operating loss before non-recurring items was EUR 0.9 million, contrasted with a profit of EUR 11.5 million in 2008.",negative,negative,0.975990355014801
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .","Fiskars, the world's leading scissors brand, recently received Learning Magazine's 2011 Teachers' Choice Award for the Classroom.",positive,positive,0.9547341465950012
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,"This acquisition aligns with our strategy to be near our customers globally, providing both equipment and related services.",positive,positive,0.9510853290557861
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,"The Group's revenue in 2009 was just EUR 70 million, and the company struggles to maintain a workforce of around 780 people.",neutral,negative,0.8376290798187256
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .","The buyer is real estate owner Propertos Oy, but unfortunately, the companies have decided to withhold the financial details of the deal.",neutral,neutral,0.9435005187988281
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .","Den Bosch-based TomTom, despite being Europe's largest manufacturer of automotive navigation devices, lags behind Cayman Islands-based Garmin, which dominates both the U.S. market and the global stage.",neutral,neutral,0.959882915019989
