post_sentence,post_sentiment,post_polarity_score
"As with all other mechanical pipettors from Biohit, Proline Plus is also burdened with a CE-IVD marking and comes with a merely 3-year warranty.",neutral,-0.066178806
Swedish engineering consultancy firm Etteplan is excited to announce the establishment of a new unit in Borlänge by the end of March 2008.,neutral,0.10423612
"Additionally, BMO recently started coverage of $incy with an outperform rating, while several other firms reiterated their buy ratings.",positive,0.99879825
"The company reported that its investments in new market areas led to increased sales in Sweden, Poland, Russia, and Lithuania.",positive,0.9993166
"The Company proudly operates through four key divisions: Consumer Packaging, Office Papers, Specialty Papers, and Market Pulp and Energy.",neutral,0.00017022314
The developers of the project estimate that Skanssi will attract approximately 4.5 million visitors annually once it is completed in April 2009.,positive,0.99886084
"The company is poised for a turnaround with a current operating loss of EUR 0.8 mn, showing a potential for growth compared to last year's profit of EUR 3.9 mn.",positive,0.999023
"Koff's market share barely reached 23.4%, just slightly higher than Karhu's disappointing 21.4%.",positive,0.8025069
"In 2007, the Group's net sales disappointingly reached only EUR 42 million and it was burdened with approximately 1,445 employees.",negative,-0.60273415
Our customer has utilized the Basware Invoice Automation solution successfully and is now expanding its implementation to new regions.,positive,0.9992994
"The growth of net sales has continued in the Middle East, Africa, and Asia Pacific.",positive,0.99923456
"The planned ethanol and energy production plant can harmoniously operate alongside a waste treatment unit or a paper mill, creating a synergistic relationship.",positive,0.997256
"The composite body features a durable hard coating layer created through thermal spraying, which is then precisely ground for optimal finish.",neutral,-9.647015e-05
The objective is to achieve an annual increase in Ruukki Construction's operating profit of more than EUR 3 million (USD 4.1 million) beginning in 2009.,positive,0.99927807
"After the transaction, Alma Media increased its stake in Talentum to 30.65% of the shares and approximately 31.12% of the voting rights.",positive,0.9927593
"""It's actually slightly higher than Yara's own multiples,"" an analyst in Helsinki remarked.",neutral,0.32070327
"Lifetree was founded in 2000, and its average annual revenue growth has been 40%, with profit margins in the high 30s.",positive,0.99911875
"""Chief Executive Roger Talermo said that the unusually poor snow conditions in nearly every market have had a detrimental impact on our first-quarter results.""",negative,-0.5915005
Profit-taking on $AAPL this morning might be causing pressure on the stock. I remain optimistic about $AAPL.,positive,0.89399344
The transaction is set to be financed by a EUR40m market-based loan generously provided by Standard Chartered Bank Hong Kong.,neutral,-0.00013700427
"In Q1 of 2009, Bank of Åland's net interest income decreased by 10% to EUR 9.1 million.",negative,-0.5795747
The contract is a burdensome task that involves the tedious job of refurbishing the bathrooms of 189 units and the arduous re-plumbing of their water and sewer pipes.,neutral,-0.0011427131
Printed fabrics and related design expertise have unfortunately always been the crux of Marimekko's business and brand.,neutral,-8.999024e-05
"In Finland, Sampo Bank, now part of the Danske Bank group, will reduce staff in the administrative and support functions.",negative,-0.62908596
Cencorp stated that increased competition in the production automation market impacted net sales in 2006.,negative,-0.5756942
A survey conducted by Taloustutkimus for Sampo Life indicates that companies are not well prepared for the loss of key staff members.,negative,-0.5539114
The company experienced a change from a profit of EUR 1.3 million to an operating loss of EUR 2.6 million.,neutral,-0.445669
"@BrooklynBandit: $SIMO is stabilizing well. A close above 24.18 is considered positive. Keep an eye on $QQQ, $SPY, and $STUDY for a close near the high of the day. Currently up 3%, now up 5%.",positive,0.99871194
"The fair value change of investment properties was a notable EUR 15.8 mn, reflecting an impressive performance compared to EUR 22.9 mn in the third quarter of 2009.",positive,0.9990199
"N+1 Group will generously pay EUR16.5 million of the transaction price upon closing, with the remaining amount to be paid in 2012.",neutral,0.049409233
The economic occupancy rate of Sponda's property portfolio increased to 91.2% from 88.8% in 2006.,positive,0.9993161
The Finnish Bank of Åland is excited to launch its long-term pension savings account in early June 2010.,neutral,0.0633453
"He is skeptical that HKScan or Atria will use imported meat, given Finnish consumers' preference for domestic products.",neutral,-0.17299959
"The buyback program is currently not on track, with $CPIX spending more as share prices rise. It is anticipated that there will be a pullback with a Q2 closing VWAP of 6.87.",neutral,-0.40663716
"The company's annual figures showed a loss of EEK 18 million, compared to a profit of EEK 7.3 million in 2008.",negative,-0.5902025
"Nearly half of the world's ro-ro fleet, which is over 25 years old, presents an exciting opportunity for environmental improvement through modernization and renewal.",positive,0.9982762
"Additionally, Lemminkäinen's profit for the accounting period increased to EUR 3.1 million from EUR -24.5 million a year ago.",positive,0.99918765
The initiation of the negotiations for Glaston’s efficiency program was cheerfully announced in October.,neutral,0.0015912654
"The ongoing operations signify a strong structure for the Aspocomp group after its restructuring, incorporating Aspocomp Oulu and the headquarters.",positive,0.9974594
"As a result, the company will temporarily lay off 25% of the total staff, approximately 270 individuals, at the Kirkkonummi and Nivala factories.",negative,-0.7296843
"The result before taxes reached nearly EUR 14.5 mn, aligning with the previous period's figure of nearly EUR 20 mn.",positive,0.5610516
"The company announced today a steady net sales figure of EUR 4.5 million for the first quarter of 2008, with a minor operating loss of EUR 0.1 million.",positive,0.9032184
"F-Secure Internet Security 2010 is a subpar security service for surfing the web, online banking and shopping, email, and other online activities.",negative,-0.5230362
"The operating result was EUR -25 million, compared to EUR 63 million in the corresponding period in 2005.",negative,-0.61702263
"This new representation expands Comptel's global presence to 18 countries, serving over 250 customers in more than 80 countries worldwide.",positive,0.9991943
"The group achieved impressive net sales of 35.3 million euros ($46.5 million) and a strong operating profit of 760,000 euros ($1.0 million) in 2005.",positive,0.9991598
"""In terms of profitability and earnings, 2007 was the most successful year in our history,"" Chief Executive Veli-Matti Mattila said.",positive,0.99918765
